date,KPI,GDN_Spend,GDN_IMP,FB_Spend,FB_IMP,Google_nonbrand_Spend,Google_nonbrand_IMP,Google_nonbrand_e_Spend,Google_nonbrand_e_IMP,Google_brand_spend,Google_brand_imp,YT_Spend,YT_IMP,radio_spend,radio_imp,tv60_imp,tv30_imp,tv15_imp,tv60_spend,tv30_spend,tv15_spend
5-May-14,904,499,"322,998","1,813","424,377","2,460","19,487",,,360,"6,242",0,0,0,0,0,196,253,0,"3,064","1,267"
6-May-14,891,537,"294,643","2,222","565,794","2,330","19,720",,,348,"6,117",0,0,0,0,0,204,226,0,"2,559","1,145"
7-May-14,819,598,"323,900","2,422","491,926","2,353","18,605",,,248,"5,758",0,0,0,0,0,185,150,0,"2,555",643
8-May-14,879,521,"297,836","2,513","520,292","2,464","18,869",,,271,"5,818",0,0,0,0,0,177,252,0,"2,254","1,318"
9-May-14,716,504,"282,894","2,211","481,466","1,971","16,732",,,239,"5,394",0,0,0,0,0,117,175,0,"1,576",844
10-May-14,416,418,"221,576","1,717","392,052","1,666","12,625",,,176,"3,558",0,0,0,0,0,201,272,0,"2,419","1,543"
11-May-14,410,375,"237,894","2,075","548,817","1,745","12,558",,,192,"3,314",0,0,0,0,0,198,334,0,"2,670","1,867"
12-May-14,869,423,"265,299","2,514","629,713","2,340","20,200",,,385,"6,300",0,0,0,0,0,184,258,0,"2,181","1,270"
13-May-14,808,516,"334,729","1,967","484,715","2,506","20,087",,,435,"6,422",0,0,0,0,0,146,246,0,"1,928","1,191"
14-May-14,885,548,"350,588","1,829","425,809","2,208","18,637",,,347,"6,090",0,0,0,0,0,196,263,0,"2,470","1,317"
15-May-14,736,440,"300,406","1,932","431,121","2,091","18,103",,,298,"6,107",0,0,0,0,0,168,201,0,"2,256",932
16-May-14,672,425,"258,881","1,623","364,208","1,904","15,858",,,310,"5,103",0,0,0,0,0,211,263,0,"2,639","1,254"
17-May-14,412,364,"214,448",0,0,"1,510","11,635",,,186,"3,095",0,0,0,0,0,160,315,0,"2,006","1,784"
18-May-14,426,352,"212,798",233,"60,391","1,511","11,417",,,222,"2,896",0,0,0,0,0,228,302,0,"3,464","1,659"
19-May-14,653,414,"234,132","2,203","480,724","2,108","14,340",,,330,"4,409",0,0,0,0,0,318,357,0,"3,805","1,805"
20-May-14,973,443,"313,685","2,127","487,980","2,212","18,352",,,446,"6,553",0,0,0,0,0,99,176,0,"1,128",868
21-May-14,894,545,"320,915","2,053","437,655","2,382","17,729",,,388,"6,810",0,0,0,0,0,167,242,0,"2,239","1,169"
22-May-14,937,480,"313,597","2,033","432,161","2,221","16,872",,,279,"6,357",0,0,0,0,0,225,296,0,"3,256","1,524"
23-May-14,674,466,"284,639","2,037","440,853","1,877","15,174",,,313,"5,580",0,0,0,0,0,178,258,0,"2,937","1,358"
24-May-14,400,392,"220,856","1,459","318,499","1,496","10,499",,,169,"3,073",0,0,0,0,0,185,258,0,"2,618","1,377"
25-May-14,416,412,"247,704","1,277","327,527","1,794","12,592",,,175,"3,190",0,0,0,0,0,281,327,0,"3,677","1,741"
26-May-14,877,538,"352,050","2,016","500,201","2,343","18,599",,,379,"6,033",0,0,0,0,0,242,290,0,"2,885","1,342"
27-May-14,965,517,"354,194","2,003","494,886","2,311","18,714",,,404,"6,335",0,0,0,0,0,275,331,0,"3,137","1,438"
28-May-14,857,500,"320,559","1,580","343,251","2,247","18,745",,,377,"5,997",0,0,0,0,0,318,374,0,"3,824","1,805"
29-May-14,783,441,"267,462","1,758","306,258","2,289","17,151",,,393,"5,808",0,0,0,0,0,239,296,0,"2,596","1,370"
30-May-14,732,434,"242,615","1,751","315,259","1,906","14,570",,,364,"5,076",0,0,0,0,0,244,377,0,"2,779","1,758"
31-May-14,418,339,"178,989","1,241","245,178","1,422","10,159",,,223,"3,248",0,0,0,0,0,329,399,0,"3,993","1,921"
1-Jun-14,469,338,"192,726",838,"202,278","1,520","11,647",,,254,"3,453",0,0,0,0,0,281,437,0,"3,423","2,037"
2-Jun-14,"1,042",447,"272,101","1,757","406,322","2,250","18,122",,,455,"6,863",0,0,0,0,0,309,421,0,"3,641","1,847"
3-Jun-14,962,504,"298,930","1,807","378,699","2,324","19,224",,,524,"7,158",0,0,0,0,0,257,384,0,"2,708","1,638"
4-Jun-14,879,485,"280,837","1,773","352,060","2,435","18,726",,,452,"6,732",0,0,0,0,0,342,322,0,"3,962","1,424"
5-Jun-14,838,454,"257,625","1,437","304,693","2,088","17,830",,,425,"6,882",0,0,0,0,0,349,417,0,"4,077","1,987"
6-Jun-14,677,380,"222,255","1,746","328,949","1,924","14,649",,,355,"5,603",0,0,0,0,0,254,226,0,"2,921",972
7-Jun-14,455,352,"172,579","1,240","273,292","1,438","10,388",,,198,"3,499",0,0,0,0,0,220,445,0,"2,820","2,188"
8-Jun-14,514,353,"188,742","1,441","315,862","1,980","12,093",,,212,"3,494",0,0,0,0,0,287,461,0,"3,138","2,056"
9-Jun-14,910,409,"255,051","1,974","477,317","2,255","18,292",,,407,"6,235",0,0,446,202,0,303,412,0,"3,378","2,062"
10-Jun-14,885,452,"280,035","1,913","393,778","2,293","18,015",,,407,"6,016",0,0,492,202,0,320,371,0,"3,805","1,477"
11-Jun-14,833,459,"291,004","1,756","341,023","2,887","18,425",,,381,"6,073",0,0,446,202,0,230,332,0,"2,464","1,387"
12-Jun-14,739,435,"253,205","2,087","377,270","2,866","18,552",,,368,"5,433",0,0,477,202,0,272,312,0,"3,268","1,364"
13-Jun-14,561,425,"227,363","2,111","362,258","2,639","15,516",,,371,"4,989",0,0,446,202,0,372,316,0,"4,161","1,354"
14-Jun-14,361,356,"174,110","1,737","281,998","1,904","11,912",,,213,"3,005",0,0,339,169,0,249,410,0,"2,721","1,841"
15-Jun-14,408,333,"172,577","1,100","239,116","1,926","12,490",,,222,"2,994",0,0,339,169,0,291,491,0,"2,771","2,151"
16-Jun-14,640,385,"216,248","1,941","443,737","2,627","19,565",,,382,"4,936",0,0,462,185,0,268,400,0,"2,822","1,541"
17-Jun-14,594,410,"227,910","2,003","417,400","2,722","19,188",,,358,"5,126",0,0,462,219,0,350,338,0,"4,091","1,455"
18-Jun-14,633,436,"237,776","1,499","289,807","2,721","19,377",,,259,"4,866",0,0,462,202,0,307,322,0,"3,565","1,441"
19-Jun-14,540,356,"200,113","1,945","376,071","2,540","17,687",,,247,"4,774",0,0,462,202,0,353,270,0,"3,514","1,182"
20-Jun-14,522,377,"170,112","1,718","328,843","1,934","14,756",,,225,"3,981",0,0,462,202,0,233,375,0,"2,455","1,531"
21-Jun-14,388,333,"131,334","1,609","275,981","1,589","10,673",,,128,"2,803",0,0,339,169,0,235,395,0,"2,493","1,914"
22-Jun-14,434,280,"123,438","1,413","292,715","1,655","11,438",,,123,"2,681",0,0,339,169,0,314,563,0,"3,896","2,590"
23-Jun-14,521,363,"170,269","2,110","424,825","2,495","17,598",,,217,"4,344",0,0,462,206,0,329,306,0,"3,848","1,222"
24-Jun-14,613,445,"197,516","1,895","359,214","2,644","18,836",,,232,"4,402",0,0,415,154,0,303,359,0,"3,471","1,645"
25-Jun-14,543,414,"206,386","1,856","293,205","2,759","18,413",,,216,"4,621",0,0,462,206,0,356,358,0,"4,058","1,503"
26-Jun-14,527,383,"173,283","1,419","244,532","2,260","16,282",,,218,"4,094",0,0,462,206,0,210,422,0,"2,047","1,835"
27-Jun-14,415,324,"143,769","1,387","236,522","2,008","13,814",,,184,"3,270",0,0,462,206,0,224,342,0,"2,113","1,447"
28-Jun-14,364,275,"127,941","1,334","192,948","1,591","10,103",,,138,"2,478",0,0,339,171,0,283,364,0,"3,563","1,822"
29-Jun-14,411,264,"131,966","1,345","222,314","2,110","11,719",,,95,"2,553",0,0,339,171,0,310,481,0,"3,557","2,222"
30-Jun-14,509,346,"189,352","1,436","276,793","2,381","16,680",,,191,"3,644",0,0,427,206,0,450,569,0,"5,064","2,645"
1-Jul-14,499,372,"233,029",715,"176,967","2,618","15,063",,,198,"3,171",0,0,427,206,0,248,368,0,"2,908","1,620"
2-Jul-14,501,392,"271,884","1,448","385,592","2,812","19,252",,,192,"4,066",0,0,474,206,0,190,347,0,"2,205","1,697"
3-Jul-14,536,398,"279,565","1,434","342,196","3,202","21,491",,,209,"4,183",0,0,474,206,0,265,312,0,"2,953","1,396"
4-Jul-14,454,339,"244,006","1,438","327,337","2,576","17,065",,,188,"3,683",0,0,474,206,0,209,301,0,"2,286","1,354"
5-Jul-14,345,306,"206,858","1,374","262,920","1,934","12,483",,,152,"2,784",0,0,348,171,0,214,342,0,"2,576","1,554"
6-Jul-14,374,278,"194,176",457,"106,732","2,635","14,031",,,153,"2,694",0,0,348,171,0,307,309,0,"3,658","1,304"
7-Jul-14,552,347,"261,891","1,644","454,712","3,379","21,729",,,291,"4,557",0,0,459,206,0,238,416,0,"2,826","1,942"
8-Jul-14,560,347,"236,049","1,919","406,915","3,554","21,201",,,287,"4,686",0,0,459,206,0,336,316,0,"3,643","1,417"
9-Jul-14,562,332,"214,976","1,610","323,018","2,900","19,587",,,264,"4,440",0,0,459,206,0,273,346,0,"3,240","1,664"
10-Jul-14,565,293,"180,315","1,748","308,182","2,687","17,928",,,295,"4,453",0,0,459,206,0,259,335,0,"3,001","1,562"
11-Jul-14,466,260,"156,466","1,764","312,587","2,544","15,946",,,227,"3,683",0,0,459,206,0,206,390,0,"2,170","1,802"
12-Jul-14,358,268,"135,894","1,727","275,740","1,856","11,458",,,168,"2,724",0,0,337,171,0,319,377,0,"3,728","1,621"
13-Jul-14,401,281,"149,363","1,595","310,659","2,634","13,110",,,249,"3,108",0,0,337,171,0,313,352,0,"3,519","1,491"
14-Jul-14,561,334,"230,778","1,911","405,427","3,345","19,472",,,304,"4,428",0,0,0,0,0,299,387,0,"3,420","1,742"
15-Jul-14,629,391,"261,910","1,928","418,717","3,257","20,762",,,292,"4,459",0,0,0,0,0,364,414,0,"4,102","1,865"
16-Jul-14,623,350,"236,112","1,374","312,962","3,221","20,000",,,310,"4,517",0,0,0,0,0,261,352,0,"3,067","1,555"
17-Jul-14,544,342,"242,346","1,647","377,403","3,377","19,428",,,275,"4,274",0,0,0,0,0,336,459,0,"3,743","2,146"
18-Jul-14,413,344,"221,625","1,782","373,895","2,625","15,601",,,218,"3,500",0,0,0,0,0,287,375,0,"3,174","1,674"
19-Jul-14,352,280,"180,124","1,764","334,468","2,148","12,353",,,200,"2,761",0,0,0,0,0,263,259,0,"2,842","1,059"
20-Jul-14,460,258,"170,762",858,"180,642","2,650","13,588",,,227,"2,859",0,0,0,0,0,228,298,0,"2,522","1,402"
21-Jul-14,564,325,"229,305","1,474","362,038","3,441","19,448",,,239,"4,114",0,0,0,0,0,238,390,0,"2,526","1,796"
22-Jul-14,583,399,"249,154","1,510","310,292","3,282","20,110",,,284,"4,359",0,0,0,0,0,371,377,0,"4,253","1,692"
23-Jul-14,601,395,"253,034","1,446","290,647","3,640","20,556",,,312,"4,329",0,0,0,0,0,199,374,0,"2,307","1,640"
24-Jul-14,557,364,"244,882","1,727","340,209","3,127","18,918",,,296,"4,100",0,0,0,0,0,355,359,0,"3,842","1,623"
25-Jul-14,535,327,"204,481","1,672","310,866","2,445","15,779",,,281,"3,683",0,0,0,0,0,333,378,0,"3,758","1,768"
26-Jul-14,382,275,"169,264","1,667","295,308","2,215","12,502",,,187,"2,632",0,0,0,0,0,275,283,0,"2,999","1,208"
27-Jul-14,373,294,"172,716",930,"206,555","2,513","13,746",,,210,"2,818",0,0,0,0,0,243,370,0,"2,843","1,470"
28-Jul-14,540,388,"249,145","1,244","295,569","3,591","21,303",,,297,"4,700",0,0,0,0,0,320,378,0,"3,384","1,606"
29-Jul-14,529,403,"296,632","1,347","301,451","3,401","21,039",,,285,"4,273",0,0,0,0,0,284,520,0,"3,458","2,410"
30-Jul-14,553,377,"247,949",740,"149,576","3,503","19,822",,,260,"4,182",0,0,0,0,0,278,378,0,"3,018","1,642"
31-Jul-14,475,425,"225,855",805,"152,813","3,024","18,599",,,228,"4,119",0,0,0,0,0,298,317,0,"3,167","1,433"
1-Aug-14,430,288,"205,806",796,"136,431","2,105","15,518",,,257,"4,026",0,0,0,0,0,298,348,0,"3,139","1,533"
2-Aug-14,341,257,"167,127",759,"148,836","2,055","11,342",,,204,"3,039",0,0,0,0,0,216,254,0,"2,238",960
3-Aug-14,386,236,"148,402",508,"115,395","2,161","11,949",,,208,"3,058",0,0,0,0,0,320,308,0,"3,330","1,243"
4-Aug-14,522,292,"190,214","1,177","250,684","3,024","15,818",,,221,"3,806",0,0,0,0,0,259,344,0,"2,720","1,419"
5-Aug-14,581,409,"240,895",996,"197,490","3,745","20,864",,,271,"4,552",0,0,0,0,0,266,378,0,"2,901","1,630"
6-Aug-14,555,418,"265,035","1,000","169,664","3,412","19,886",,,286,"4,399",0,0,0,0,0,226,329,0,"2,422","1,435"
7-Aug-14,546,453,"270,652","1,007","187,370","3,298","18,836",,,255,"4,243",0,0,0,0,0,318,323,0,"3,397","1,342"
8-Aug-14,504,404,"236,526",973,"168,634","2,701","16,493",,,247,"3,697",0,0,0,0,0,309,394,0,"3,595","1,727"
9-Aug-14,389,319,"171,976",894,"165,779","2,503","11,756",,,163,"2,712",0,0,0,0,0,324,447,0,"3,323","1,904"
10-Aug-14,423,352,"169,294",828,"186,664","2,565","12,696",,,189,"2,802",0,0,0,0,0,272,371,0,"2,736","1,411"
11-Aug-14,521,452,"256,009","1,068","232,439","3,353","19,175",,,256,"4,321",0,0,0,0,0,341,386,0,"3,830","1,651"
12-Aug-14,646,431,"264,178","1,040","173,593","3,748","20,161",,,261,"4,705",0,0,0,0,0,228,433,0,"2,439","1,933"
13-Aug-14,578,439,"245,429",971,"144,719","3,658","20,201",,,301,"4,793",0,0,0,0,0,310,235,0,"3,285","1,053"
14-Aug-14,571,414,"245,230",912,"142,077","2,953","17,339",,,320,"4,678",0,0,0,0,0,155,399,0,"1,392","1,810"
15-Aug-14,464,350,"210,430",820,"139,709","2,651","14,921",,,261,"4,133",0,0,0,0,0,139,393,0,"1,132","1,697"
16-Aug-14,419,362,"191,642",848,"143,354","2,494","11,856",,,206,"3,238",0,0,0,0,0,241,267,0,"2,499","1,044"
17-Aug-14,473,304,"187,359",965,"172,539","2,401","11,900",,,208,"3,105",0,0,0,0,0,202,402,0,"1,910","1,716"
18-Aug-14,531,383,"230,688",534,"109,185","2,862","16,728",,,285,"4,675",0,0,0,0,0,231,303,0,"2,404","1,369"
19-Aug-14,500,428,"236,545",745,"135,746","2,984","17,120",,,298,"4,488",0,0,0,0,0,188,374,0,"1,783","1,645"
20-Aug-14,535,416,"232,564",813,"162,045","3,040","17,330",,,300,"4,547",0,0,0,0,0,184,306,0,"1,799","1,252"
21-Aug-14,488,432,"209,799",816,"148,624","2,845","16,153",,,288,"4,599",0,0,0,0,0,178,319,0,"1,886","1,392"
22-Aug-14,469,371,"185,486",748,"141,891","2,261","14,198",,,238,"3,791",0,0,0,0,0,214,333,0,"2,246","1,438"
23-Aug-14,334,323,"147,464",768,"138,748","2,137","10,579",,,191,"2,891",0,0,0,0,0,206,326,0,"1,847","1,368"
24-Aug-14,384,246,"139,165",827,"129,192","1,584","10,065",,,219,"3,212",0,0,0,0,0,218,363,0,"2,155","1,398"
25-Aug-14,582,450,"253,508",905,"169,128","2,182","13,936",,,285,"4,440",0,0,0,0,0,325,472,0,"3,153","1,990"
26-Aug-14,621,587,"384,171",870,"143,832","2,329","15,286",,,285,"4,599",0,0,0,0,0,318,498,0,"3,157","2,112"
27-Aug-14,497,613,"333,742",851,"147,960","2,418","14,764",,,270,"4,267",0,0,0,0,0,212,420,0,"2,039","1,788"
28-Aug-14,562,628,"325,259",845,"146,952","2,026","14,400",,,295,"4,188",0,0,0,0,0,270,407,0,"2,707","1,728"
29-Aug-14,482,592,"372,811",826,"145,144","1,862","13,032",,,234,"3,458",0,0,0,0,0,261,400,0,"2,531","1,683"
30-Aug-14,337,512,"289,854",811,"132,598","1,753","10,518",,,147,"2,594",0,0,0,0,0,40,55,0,341,231
31-Aug-14,363,515,"273,366",745,"125,430","1,690","10,914",,,129,"2,639",0,0,0,0,0,0,6,0,0,21
1-Sep-14,401,408,"225,448","1,286","238,987","2,259","13,686",,,160,"3,230",0,0,0,0,0,0,0,0,0,0
2-Sep-14,532,928,"490,032",930,"213,573","2,948","17,613",,,285,"4,911",0,0,0,0,0,0,0,0,0,0
3-Sep-14,611,872,"421,568",709,"132,668","2,817","17,911",,,208,"4,954",0,0,0,0,0,0,0,0,0,0
4-Sep-14,672,662,"356,925",624,"97,968","2,520","16,495",,,195,"4,587",0,0,0,0,0,598,0,0,"7,051",0
5-Sep-14,581,711,"372,118",645,"87,518","2,143","14,851",,,167,"3,849",0,0,0,0,0,645,0,0,"8,013",0
6-Sep-14,371,628,"343,326",691,"103,501","2,049","12,701",,,168,"2,839",0,0,0,0,0,353,0,0,"3,799",0
7-Sep-14,397,715,"382,133",581,"106,177","2,125","12,199",,,119,"2,854",0,0,0,0,0,414,0,0,"4,139",0
8-Sep-14,757,759,"395,378",680,"124,393","2,851","18,273",,,242,"4,603",0,0,0,0,0,411,0,0,"4,835",0
9-Sep-14,640,807,"457,979",736,"112,529","2,825","18,331",,,214,"4,689",0,0,0,0,0,461,0,0,"6,086",0
10-Sep-14,702,748,"420,462",832,"102,301","2,998","17,258",,,207,"4,673",0,0,0,0,0,405,0,0,"5,368",0
11-Sep-14,737,785,"432,727",912,"113,190","2,593","15,930",,,194,"4,694",0,0,0,0,0,389,0,0,"4,632",0
12-Sep-14,615,734,"363,044",726,"104,605","1,769","13,615",,,154,"3,892",0,0,0,0,0,456,0,0,"6,010",0
13-Sep-14,459,707,"307,409",668,"101,485","1,707","11,499",,,143,"3,013",0,0,0,0,0,291,0,0,"3,252",0
14-Sep-14,429,697,"327,511",780,"100,472","1,974","12,432",,,166,"3,284",0,0,0,0,0,250,0,0,"2,730",0
15-Sep-14,662,809,"379,870",886,"130,166","2,787","17,356",,,204,"5,224",0,0,0,0,0,341,294,0,"4,011","1,524"
16-Sep-14,697,876,"429,017",875,"121,065","2,834","17,324",,,240,"4,978",0,0,0,0,0,183,290,0,"2,387","1,447"
17-Sep-14,762,542,"265,647",500,"77,257","2,717","16,631",,,216,"4,826",0,0,0,0,0,222,234,0,"2,875","1,099"
18-Sep-14,703,469,"235,260",539,"74,500","2,483","16,636",,,176,"4,676",0,0,0,0,0,190,217,0,"2,072",935
19-Sep-14,599,463,"224,523",498,"69,006","1,476","10,458",,,171,"4,066",0,0,0,0,0,164,302,0,"1,847","1,320"
20-Sep-14,447,390,"184,805",520,"66,339","1,730","8,896",,,89,"2,763",0,0,0,0,0,150,262,0,"1,756","1,229"
21-Sep-14,438,444,"197,311",318,"57,410","1,992","10,329",,,142,"3,156",0,0,0,0,0,211,246,0,"2,397","1,031"
22-Sep-14,817,489,"215,484",465,"74,416","2,688","17,256",,,193,"5,193",0,0,0,0,0,282,259,0,"3,586","1,174"
23-Sep-14,775,433,"236,757",542,"73,434","2,637","17,254",,,174,"4,832",0,0,0,0,0,294,234,0,"3,514",986
24-Sep-14,807,470,"232,322",563,"73,607","2,614","17,382",,,209,"5,020",0,0,0,0,0,216,261,0,"2,807","1,123"
25-Sep-14,685,424,"204,059",565,"69,376","2,512","17,607",,,181,"4,964",0,0,0,0,0,142,232,0,"1,649","1,130"
26-Sep-14,652,397,"194,864",532,"71,144","1,731","10,603",,,170,"4,483",0,0,0,0,0,182,419,0,"2,308","1,997"
27-Sep-14,413,405,"165,763",469,"67,167","1,566","9,732",,,111,"2,740",0,0,0,0,0,163,237,0,"1,678","1,120"
28-Sep-14,405,364,"175,934",562,"74,432","1,728","9,447",,,132,"3,144",0,0,0,0,0,233,250,0,"2,763","1,041"
29-Sep-14,729,409,"216,749",526,"75,380","1,730","10,575",,,221,"5,028",0,0,0,0,0,212,249,0,"2,512","1,228"
30-Sep-14,761,494,"235,856",586,"85,782","1,827","12,037",,,187,"5,120",0,0,0,0,0,135,282,0,"1,614","1,293"
1-Oct-14,733,483,"288,882",258,"43,839","2,871","20,441",,,203,"5,014",0,0,0,0,0,203,225,0,"2,456",996
2-Oct-14,722,509,"275,807",338,"40,718","2,883","20,075",,,186,"4,757",0,0,0,0,0,228,283,0,"2,819","1,361"
3-Oct-14,667,462,"240,410",365,"50,707","2,617","17,510",,,171,"4,317",0,0,0,0,0,196,210,0,"2,289",958
4-Oct-14,453,445,"254,581",388,"44,251","2,213","14,752",,,121,"3,001",0,0,0,0,0,211,278,0,"2,574","1,176"
5-Oct-14,473,478,"258,807",374,"50,916","2,421","15,630",,,103,"3,365",0,0,0,0,0,173,272,0,"1,880","1,191"
6-Oct-14,785,534,"287,780",748,"115,032","3,061","20,516",,,215,"5,307",0,0,0,0,0,144,225,0,"1,594","1,001"
7-Oct-14,683,649,"354,742",689,"97,255","3,209","20,165",,,263,"5,557",0,0,0,0,0,167,272,0,"2,192","1,308"
8-Oct-14,780,691,"343,932",791,"98,877","2,773","19,387",,,172,"4,987",0,0,0,0,0,170,199,0,"1,922",944
9-Oct-14,684,600,"352,004",808,"97,360","2,708","18,420",,,180,"4,775",0,0,0,0,0,158,202,0,"2,297",963
10-Oct-14,590,548,"286,961",798,"98,051","2,184","15,191",,,115,"3,734",0,0,0,0,0,184,256,0,"2,173","1,151"
11-Oct-14,370,480,"194,421",819,"85,378","1,805","11,492",,,83,"2,697",0,0,0,0,0,214,145,0,"2,523",665
12-Oct-14,377,450,"194,327",688,"90,959","1,848","11,230",,,94,"2,546",0,0,0,0,0,128,258,0,"1,202","1,117"
13-Oct-14,521,519,"223,826",874,"116,123","2,294","15,342",,,167,"3,874",0,0,0,0,0,278,274,0,"3,347","1,227"
14-Oct-14,856,714,"330,370",935,"116,938","2,969","18,749",,,175,"5,357",0,0,0,0,0,168,365,0,"2,184","1,709"
15-Oct-14,820,767,"349,941",902,"116,540","2,959","19,294",,,145,"5,468",0,0,0,0,0,220,267,0,"2,584","1,235"
16-Oct-14,727,699,"312,312",831,"97,066","2,723","17,792",,,153,"5,325",0,0,0,0,0,147,249,0,"1,732","1,130"
17-Oct-14,621,661,"290,387",841,"88,385","2,537","16,274",,,162,"4,443",0,0,0,0,0,209,197,0,"2,529",840
18-Oct-14,445,595,"241,313",832,"104,956","2,119","13,079",,,109,"3,258",0,0,0,0,0,170,226,0,"1,682","1,011"
19-Oct-14,491,539,"241,517",530,"73,252","1,937","14,238",,,118,"3,660",0,0,0,0,0,159,199,0,"1,710",871
20-Oct-14,749,658,"289,552",773,"112,862","2,446","19,274",,,161,"5,265",0,0,0,0,0,223,249,0,"2,777","1,153"
21-Oct-14,821,673,"324,838",855,"112,209","2,576","18,863",,,223,"5,658",0,0,0,0,0,229,338,0,"3,180","1,590"
22-Oct-14,646,677,"292,190",777,"110,474","2,316","17,355",,,162,"4,969",0,0,0,0,0,297,230,0,"3,546","1,023"
23-Oct-14,730,682,"286,623",815,"94,432","1,681","11,209",,,191,"4,915",0,0,0,0,0,123,246,0,"1,342","1,233"
24-Oct-14,572,668,"256,726",755,"85,129","1,543","10,671",,,150,"4,261",0,0,0,0,0,183,322,0,"2,005","1,465"
25-Oct-14,422,561,"229,534",747,"72,794","1,669","10,530",,,99,"3,055",0,0,0,0,0,128,247,0,"1,297","1,074"
26-Oct-14,462,676,"276,741",829,"90,182","1,693","10,037",,,113,"3,785",0,0,0,0,0,188,205,0,"2,163",827
27-Oct-14,749,716,"307,369",864,"102,347","2,594","18,667",,,209,"5,815",0,0,0,0,0,198,402,0,"2,530","1,958"
28-Oct-14,826,752,"329,104",897,"90,434","2,762","19,662",,,191,"5,713",0,0,0,0,0,157,271,0,"1,903","1,142"
29-Oct-14,675,692,"299,264",809,"90,420","2,799","17,955",,,186,"5,850",0,0,0,0,0,255,236,0,"3,365","1,068"
30-Oct-14,594,712,"320,129",645,"77,935","2,205","16,626",,,160,"5,061",0,0,0,0,0,231,267,0,"2,753","1,312"
31-Oct-14,482,615,"292,061",575,"76,892","1,780","13,214",,,148,"3,815",0,0,0,0,0,215,206,0,"2,228",945
1-Nov-14,394,536,"280,108",593,"85,710","1,905","12,619",,,109,"3,249",0,0,0,0,0,156,291,0,"1,574","1,264"
2-Nov-14,512,591,"363,941",676,"85,472","2,143","15,271",,,110,"3,786",0,0,0,0,0,169,238,0,"2,006",962
3-Nov-14,728,598,"344,940",932,"103,771","2,770","19,354",,,184,"5,542",0,0,0,0,0,254,354,0,"3,230","1,751"
4-Nov-14,847,485,"304,896",843,"97,918","2,703","20,233",,,192,"6,309",0,0,0,0,0,248,380,0,"3,013","1,839"
5-Nov-14,658,390,"232,664",754,"77,895","3,115","19,855",,,191,"6,023",0,0,0,0,0,225,236,0,"2,739",995
6-Nov-14,780,402,"228,975",712,"69,426","2,186","18,454",,,209,"6,334",0,0,0,0,0,180,166,0,"2,129",690
7-Nov-14,684,374,"192,213",665,"49,482","1,940","15,824",,,204,"5,507",0,0,0,0,0,151,260,0,"1,597","1,152"
8-Nov-14,455,324,"149,943",662,"50,017","1,975","12,848",,,123,"3,816",0,0,0,0,0,151,253,0,"1,743","1,082"
9-Nov-14,447,376,"178,152",618,"59,506","2,029","14,436",,,122,"4,120",0,0,0,0,0,211,268,0,"2,365","1,213"
10-Nov-14,713,504,"227,006",529,"58,833","2,438","19,240",,,218,"6,202",0,0,0,0,0,264,291,0,"3,234","1,373"
11-Nov-14,640,616,"293,185",528,"55,688","2,364","19,696",,,168,"5,804",0,0,0,0,0,258,258,0,"3,208","1,279"
12-Nov-14,844,634,"270,986",511,"49,849","2,279","18,470",,,184,"6,653",0,0,0,0,0,254,279,0,"3,255","1,358"
13-Nov-14,844,701,"311,937",369,"37,070","2,159","16,840",,,206,"6,328",0,0,0,0,0,240,200,0,"2,752",868
14-Nov-14,757,694,"280,252",300,"32,367","1,855","14,916",,,159,"5,191",0,0,0,0,0,178,380,0,"2,223","1,712"
15-Nov-14,436,568,"236,084",301,"31,879","1,655","12,653",,,102,"3,650",0,0,0,0,0,173,250,0,"1,815",987
16-Nov-14,466,598,"253,516",560,"55,403","1,495","12,364",,,116,"4,219",0,0,0,0,0,207,270,0,"2,213","1,171"
17-Nov-14,764,661,"297,979",761,"71,391","1,794","17,131",,,190,"6,420",0,0,0,0,0,250,274,0,"3,069","1,326"
18-Nov-14,828,579,"274,880",842,"81,176","2,071","17,690",,,175,"6,296",0,0,0,0,0,163,300,0,"2,013","1,336"
19-Nov-14,729,593,"264,535",764,"65,916","1,795","16,636",,,192,"6,285",0,0,0,0,0,261,243,0,"3,489","1,148"
20-Nov-14,866,580,"243,472",678,"53,347","1,574","16,113",,,164,"6,366",0,0,0,0,0,228,290,0,"2,696","1,492"
21-Nov-14,614,563,"206,930",850,"64,639","1,554","14,725",,,144,"5,226",0,0,0,0,0,127,259,0,"1,462","1,198"
22-Nov-14,462,478,"163,955",611,"47,355","1,208","12,369",,,99,"3,791",0,0,0,0,0,196,242,0,"2,106","1,066"
23-Nov-14,488,522,"190,175",477,"46,008","1,429","13,565",,,101,"3,753",0,0,0,0,0,170,254,0,"1,728",966
24-Nov-14,763,597,"252,168",482,"43,796","1,766","16,902",,,196,"6,326",0,0,0,0,0,214,326,0,"2,666","1,606"
25-Nov-14,826,664,"255,380",453,"45,751","1,674","14,869",,,170,"5,924",0,0,0,0,0,270,318,0,"3,591","1,462"
26-Nov-14,733,628,"238,132",366,"35,333","1,676","15,828",,,167,"6,301",0,0,0,0,0,193,198,0,"2,288",861
27-Nov-14,786,414,"162,091",347,"31,067","1,536","15,527",,,152,"6,143",0,0,0,0,0,193,214,0,"2,359",980
